Index,sentiment,binary_value,sentiment:confidence,text,tokens ,Column12
n3266,5,1,1,always so impressed with the customer service at the  store square one  my laptop works again and didnt cost me a dime!,"[\'always\', \'so\', \'impressed\', \'with\', \'the\', \'customer\', \'service\', \'at\', \'the\', \'store\', \'square\', \'one\', \'my\', \'laptop\', \'works\', \'again\', \'and\', \'didnt\', \'cost\', \'me\', \'a\', \'dime\'] ",
n3267,1,0,0.6801,  there is still not a suicide note template on your most recent pages update how much longer do i have to wait,"[\'there\', \'is\', \'still\', \'not\', \'a\', \'suicide\', \'note\', \'template\', \'on\', \'your\', \'most\', \'recent\', \'pages\', \'update\', \'how\', \'much\', \'longer\', \'do\', \'i\', \'have\', \'to\', \'wait\'] ",
n3268,3,1,1,few spots left  10 dec event  w      ,"[\'few\', \'spots\', \'left\', \'10\', \'dec\', \'event\', \'w\'] ",
n3269,1,0,1,thanks  for making life complicated,"[\'thanks\', \'for\', \'making\', \'life\', \'complicated\'] ",
n3270,3,1,0.6521," mkt final  aapl  putcallratios for monday, december 8, 2014   ","[\'mkt\', \'final\', \'aapl\', \'putcallratios\', \'for\', \'monday\', \'december\', \'8\', \'2014\'] ",
n3271,3,1,1,"final  aapl  putcallratios for monday, december 8, 2014  via hamzei    ","[\'final\', \'aapl\', \'putcallratios\', \'for\', \'monday\', \'december\', \'8\', \'2014\', \'via\', \'hamzei\'] ",
n3272,5,1,0.635,thanking  for the do not disturb feature,"[\'thanking\', \'for\', \'the\', \'do\', \'not\', \'disturb\', \'feature\'] ",
n3273,1,0,0.5036,the most offensive thing is the lack of a trashcan emoji stop the discrimination ,"[\'the\', \'most\', \'offensive\', \'thing\', \'is\', \'the\', \'lack\', \'of\', \'a\', \'trashcan\', \'emoji\', \'stop\', \'the\', \'discrimination\'] ",
n3274,1,0,1,rt  the most offensive thing is the lack of a trashcan emoji stop the discrimination ,"[\'rt\', \'the\', \'most\', \'offensive\', \'thing\', \'is\', \'the\', \'lack\', \'of\', \'a\', \'trashcan\', \'emoji\', \'stop\', \'the\', \'discrimination\'] ",
n3275,3,1,0.6797,"rt  final  aapl  putcallratios for monday, december 8, 2014  via hamzei    ","[\'rt\', \'final\', \'aapl\', \'putcallratios\', \'for\', \'monday\', \'december\', \'8\', \'2014\', \'via\', \'hamzei\'] ",
n3276,3,1,1,apple inc  vs google inc  the battle of the tech giants   aapl,"[\'apple\', \'inc\', \'vs\', \'google\', \'inc\', \'the\', \'battle\', \'of\', \'the\', \'tech\', \'giants\', \'aapl\'] ",
n3277,5,1,1,rt  thanking  for the do not disturb feature,"[\'rt\', \'thanking\', \'for\', \'the\', \'do\', \'not\', \'disturb\', \'feature\'] ",
n3278,3,1,1,hope   amp   ios will allow compact views for 3rd party keyboards like  swiftkey and  swype do on  android ,"[\'hope\', \'amp\', \'ios\', \'will\', \'allow\', \'compact\', \'views\', \'for\', \'3rd\', \'party\', \'keyboards\', \'like\', \'swiftkey\', \'and\', \'swype\', \'do\', \'on\', \'android\'] ",
n3279,1,0,1,"my macbook pro is now as annoying as my asus windows 8 computer  freezing, laggy, etc   so much for  excellence ","[\'my\', \'macbook\', \'pro\', \'is\', \'now\', \'as\', \'annoying\', \'as\', \'my\', \'asus\', \'windows\', \'8\', \'computer\', \'freezing\', \'laggy\', \'etc\', \'so\', \'much\', \'for\', \'excellence\'] ",
n3280,3,1,0.6894,rt  best buy cuts apple inc  ipad prices to boost sales   aapl  ipad,"[\'rt\', \'best\', \'buy\', \'cuts\', \'apple\', \'inc\', \'ipad\', \'prices\', \'to\', \'boost\', \'sales\', \'aapl\', \'ipad\'] ",
n3281,3,1,0.7279, i want a gold metallic macbook to go with my iphone 6 plus ,"[\'i\', \'want\', \'a\', \'gold\', \'metallic\', \'macbook\', \'to\', \'go\', \'with\', \'my\', \'iphone\', \'6\', \'plus\'] ",
n3282,3,1,0.6525,natalie portman passes on aaron sorkins steve jobs movie   aapl,"[\'natalie\', \'portman\', \'passes\', \'on\', \'aaron\', \'sorkins\', \'steve\', \'jobs\', \'movie\', \'aapl\'] ",
n3283,3,1,1,5 companies growing faster than apple inc    aapl,"[\'5\', \'companies\', \'growing\', \'faster\', \'than\', \'apple\', \'inc\', \'aapl\'] ",
n3284,3,1,1,"final  aapl  putcallratios for monday, december 8, 2014 ","[\'final\', \'aapl\', \'putcallratios\', \'for\', \'monday\', \'december\', \'8\', \'2014\'] ",
n3285,3,1,0.6922,from   retail celebrates computer science education week   hourofcode,"[\'from\', \'retail\', \'celebrates\', \'computer\', \'science\', \'education\', \'week\', \'hourofcode\'] ",
n3286,1,0,0.7039,why cant we facetime more than one person at a time  ? i need answers dammit until then oovoo winning ,"[\'why\', \'cant\', \'we\', \'facetime\', \'more\', \'than\', \'one\', \'person\', \'at\', \'a\', \'time\', \'i\', \'need\', \'answers\', \'dammit\', \'until\', \'then\', \'oovoo\', \'winning\'] ",
n3287,3,1,0.6789," well they dont want people recording the movie, i guess  well see  i know its crazy! but just ra, lp and le will be ","[\'well\', \'they\', \'dont\', \'want\', \'people\', \'recording\', \'the\', \'movie\', \'i\', \'guess\', \'well\', \'see\', \'i\', \'know\', \'its\', \'crazy\', \'but\', \'just\', \'ra\', \'lp\', \'and\', \'le\', \'will\', \'be\'] ",
n3288,3,1,0.6772, apple hoarding  iphone6 supply for its own stores   ibdblogs via    aapl,"[\'apple\', \'hoarding\', \'iphone6\', \'supply\', \'for\', \'its\', \'own\', \'stores\', \'ibdblogs\', \'via\', \'aapl\'] ",
n3289,3,1,1,  needs to consider these emojis! i really need them in my life!!!  via ,"[\'needs\', \'to\', \'consider\', \'these\', \'emojis\', \'i\', \'really\', \'need\', \'them\', \'in\', \'my\', \'life\', \'via\'] ",
n3290,3,1,1,not a book on how  or  grow global brands  this is your book on how to grow your  stickybrand  ,"[\'not\', \'a\', \'book\', \'on\', \'how\', \'or\', \'grow\', \'global\', \'brands\', \'this\', \'is\', \'your\', \'book\', \'on\', \'how\', \'to\', \'grow\', \'your\', \'stickybrand\'] ",
n3291,3,1,0.6635," apple inc  is catching up on  iphone6 supply, but still lagging demand   the motley fool  aapl ","[\'apple\', \'inc\', \'is\', \'catching\', \'up\', \'on\', \'iphone6\', \'supply\', \'but\', \'still\', \'lagging\', \'demand\', \'the\', \'motley\', \'fool\', \'aapl\'] ",
n3292,3,1,1, apple inc  and  facebook clash  neither is wrong   the motley fool  fb  aapl ,"[\'apple\', \'inc\', \'and\', \'facebook\', \'clash\', \'neither\', \'is\', \'wrong\', \'the\', \'motley\', \'fool\', \'fb\', \'aapl\'] ",
n3293,1,0,0.6804,my old iphone exploded for no good reason  what the heck??? ,"[\'my\', \'old\', \'iphone\', \'exploded\', \'for\', \'no\', \'good\', \'reason\', \'what\', \'the\', \'heck\'] ",
n3294,3,1,1,cnbctv  buy  apples pullback?   aapl,"[\'cnbctv\', \'buy\', \'apples\', \'pullback\', \'aapl\'] ",
n3295,1,0,0.8938,my computer sux  fix it,"[\'my\', \'computer\', \'sux\', \'fix\', \'it\'] ",
n3296,1,0,0.6758,"no videos tonight, turns out ipads still need electricity to function  figure it out,   \n \nps lol key studies at 144","[\'no\', \'videos\', \'tonight\', \'turns\', \'out\', \'ipads\', \'still\', \'need\', \'electricity\', \'to\', \'function\', \'figure\', \'it\', \'out\', \'ps\', \'lol\', \'key\', \'studies\', \'at\', \'144\'] ",
n3297,3,1,0.6515,"protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3298,1,0,1,"for the past week my phone stay freezing  amp  closing out apps on me, wtf ","[\'for\', \'the\', \'past\', \'week\', \'my\', \'phone\', \'stay\', \'freezing\', \'amp\', \'closing\', \'out\', \'apps\', \'on\', \'me\', \'wtf\'] ",
n3299,3,1,0.6587,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3300,3,1,1,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3301,3,1,0.6725,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3302,1,0,0.665,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3303,5,1,0.6635,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3304,3,1,1,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3305,3,1,1,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3306,3,1,1,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3307,3,1,0.6752,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3308,5,1,0.7016,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3309,3,1,1,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3310,5,1,0.3467,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3311,3,1,0.6823,"  neil, the problem is not the police but the govt as neal bootz points out so well  ","[\'neil\', \'the\', \'problem\', \'is\', \'not\', \'the\', \'police\', \'but\', \'the\', \'govt\', \'as\', \'neal\', \'bootz\', \'points\', \'out\', \'so\', \'well\'] ",
n3312,5,1,0.6635,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3313,3,1,0.6866,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3314,3,1,1,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3315,5,1,0.6635,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3316,3,1,0.5045,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3317,3,1,0.6894,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3318,3,1,1,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3319,3,1,0.6868,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3320,3,1,0.7279,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3321,3,1,0.652,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3322,3,1,1,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3323,1,0,0.6595,"apple sux  protesters stage protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'apple\', \'sux\', \'protesters\', \'stage\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3324,3,1,0.6722,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3325,3,1,0.66,"  not just you, i agree, we need to refocus on peace, there is to much violence in the usa nowdays","[\'not\', \'just\', \'you\', \'i\', \'agree\', \'we\', \'need\', \'to\', \'refocus\', \'on\', \'peace\', \'there\', \'is\', \'to\', \'much\', \'violence\', \'in\', \'the\', \'usa\', \'nowdays\'] ",
n3326,3,1,1,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3327,1,0,0.5153,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3328,3,1,0.59,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3329,3,1,0.5165,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3330,3,1,1,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3331,3,1,0.6581,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3332,3,1,1,   for so many reasons  ,"[\'for\', \'so\', \'many\', \'reasons\'] ",
n3333,1,0,0.6827,  all they are doing now is alienating people  blocking federal interstates need to be stopped too  endangering lives ,"[\'all\', \'they\', \'are\', \'doing\', \'now\', \'is\', \'alienating\', \'people\', \'blocking\', \'federal\', \'interstates\', \'need\', \'to\', \'be\', \'stopped\', \'too\', \'endangering\', \'lives\'] ",
n3334,3,1,0.6672,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3335,3,1,0.7253,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3336,3,1,1,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3337,1,0,0.6658,"   also, steve jobs? overrated  ","[\'also\', \'steve\', \'jobs\', \'overrated\'] ",
n3338,3,1,0.4976,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3339,3,1,0.5022,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3340,3,1,0.7284,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3341,1,0,0.6804, wtf siri step your game up ,"[\'wtf\', \'siri\', \'step\', \'your\', \'game\', \'up\'] ",
n3342,1,0,0.6643,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3343,3,1,1,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3344,3,1,0.501,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3345,3,1,0.6722,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3346,3,1,0.6544,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3347,3,1,1,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3348,5,1,0.6635,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3349,3,1,0.7422,"  macys and apple, they just want to be on the news","[\'macys\', \'and\', \'apple\', \'they\', \'just\', \'want\', \'to\', \'be\', \'on\', \'the\', \'news\'] ",
n3350,1,0,0.7113,  at this point its not anger  its simply a manifestation of stupid ,"[\'at\', \'this\', \'point\', \'its\', \'not\', \'anger\', \'its\', \'simply\', \'a\', \'manifestation\', \'of\', \'stupid\'] ",
n3351,3,1,0.6708,  most of these stooges have no idea why theyre even out there  this is occupy v 2 ,"[\'most\', \'of\', \'these\', \'stooges\', \'have\', \'no\', \'idea\', \'why\', \'theyre\', \'even\', \'out\', \'there\', \'this\', \'is\', \'occupy\', \'v\', \'2\'] ",
n3353,3,1,0.732,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3354,3,1,0.7206,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3355,1,0,1,   hopefully endangering their own lives!,"[\'hopefully\', \'endangering\', \'their\', \'own\', \'lives\'] ",
n3356,1,0,0.6932,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3357,3,1,1,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
n3358,3,1,0.6825,"rt  protesters stage  diein protests in  store in nyc    is it me, or is this anger misplaced? retweet if you agree ","[\'rt\', \'protesters\', \'stage\', \'diein\', \'protests\', \'in\', \'store\', \'in\', \'nyc\', \'is\', \'it\', \'me\', \'or\', \'is\', \'this\', \'anger\', \'misplaced\', \'retweet\', \'if\', \'you\', \'agree\'] ",
